"ID_COLONNE","ID_POINT_TRI","TYPE_DECHETS","VOLUME","OBS","PREHENSION","VOIE","MOT_DIRECTEUR","CODE_COM","CODE_POSTAL","COMMUNE","QUARTIER","POLE_NM","location"
"PL0070","NA_TRI086","plastique","4.0",""," ","Rue René Mouchotte","Mouchotte","440109","44200","Nantes","Ile de Nantes","Nantes-Loire","[ 47.200430665459 , -1.54826069945416]"
"PC0068","NA_TRI086","papiercarton","4.0",""," ","Rue René Mouchotte","Mouchotte","440109","44200","Nantes","Ile de Nantes","Nantes-Loire","[ 47.2004135734966 , -1.54824734671971]"
"VE0387","NA_TRI098","verre","5.48",""," ","Boulevard Gustave Roch","Roch","440109","44200","Nantes","Ile de Nantes","Nantes-Loire","[ 47.2051281875549 , -1.54858648035744]"
"PC0069","NA_TRI098","papiercarton","6.1",""," ","Boulevard Gustave Roch","Roch","440109","44200","Nantes","Ile de Nantes","Nantes-Loire","[ 47.2051078038668 , -1.54857894415879]"
"PL0071","NA_TRI098","plastique","5.48",""," ","Boulevard Gustave Roch","Roch","440109","44200","Nantes","Ile de Nantes","Nantes-Loire","[ 47.2050896825992 , -1.54856551544834]"
"VE0388","NA_TRI171","verre","4.0",""," ","Boulevard Eugène Orieux","Orieux","440109","44000","Nantes","Hauts Pavés - Saint Félix","Nantes-Ouest","[ 47.2351727688448 , -1.55044568031254]"
"VE0389","NA_TRI172","verre","4.0",""," ","Boulevard Gaston Doumergue","Doumergue","440109","44200","Nantes","Ile de Nantes","Nantes-Loire","[ 47.2071789939717 , -1.54829772050419]"
"VE0390","NA_TRI173","verre","4.0",""," ","Rue Petite Biesse","Biesse","440109","44200","Nantes","Ile de Nantes","Nantes-Loire","[ 47.2035703798296 , -1.54759673023255]"
"VE0391","NA_TRI174","verre","4.0",""," ","Rue Monfoulon","Monfoulon","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2243435835941 , -1.54890317505472]"
"VE0392","NA_TRI109","verre","5.48",""," ","Avenue Chanzy","Chanzy","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2253683984273 , -1.5480717693761]"
"PL0072","NA_TRI109","plastique","4.0",""," ","Avenue Chanzy","Chanzy","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2253536708011 , -1.54804949362688]"
"VE0393","NA_TRI124","verre","5.48",""," ","Boulevard Adolphe Billault","Billault","440109","44200","Nantes","Ile de Nantes","Nantes-Loire","[ 47.2017248600267 , -1.54552933688751]"
"PC0070","NA_TRI124","papiercarton","4.0",""," ","Boulevard Adolphe Billault","Billault","440109","44200","Nantes","Ile de Nantes","Nantes-Loire","[ 47.2017302495331 , -1.54549187563482]"
"PL0073","NA_TRI124","plastique","5.48",""," ","Boulevard Adolphe Billault","Billault","440109","44200","Nantes","Ile de Nantes","Nantes-Loire","[ 47.2017366683993 , -1.54545448902266]"
"VE0394","NA_TRI023","verre","4.8",""," ","Boulevard des Professeurs Sourdille","Sourdille","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2352451219347 , -1.54753298492672]"
"VE0395","NA_TRI023","verre","4.8",""," ","Boulevard des Professeurs Sourdille","Sourdille","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2352481988264 , -1.54750290769664]"
"PL0074","NA_TRI023","plastique","4.8",""," ","Boulevard des Professeurs Sourdille","Sourdille","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2352481367225 , -1.54747411759818]"
"PL0075","NA_TRI023","plastique","4.8",""," ","Boulevard des Professeurs Sourdille","Sourdille","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2352492057866 , -1.54744237956246]"
"PC0071","NA_TRI023","papiercarton","4.38",""," ","Boulevard des Professeurs Sourdille","Sourdille","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2352482161221 , -1.54741049206122]"
"PC0072","NA_TRI023","papiercarton","4.0",""," ","Boulevard des Professeurs Sourdille","Sourdille","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2352459425547 , -1.54738608650482]"
"VE0396","NA_TRI132","verre","5.48",""," ","Rue de Belfort","Belfort","440109","44000","Nantes","Centre Ville","Nantes-Loire","[ 47.2110510504288 , -1.54473232608658]"
"PL0099","NA_TRI101","plastique","4.38",""," ","Place du 265ième RI","RI","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2252216096363 , -1.53786840143412]"
"VE0435","NA_TRI191","verre","5.48",""," ","Quai Malakoff","Malakoff","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2132732507137 , -1.53683230387661]"
"VE0436","NA_TRI032","verre","5.48",""," ","Route de Saint Joseph","","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2394304529635 , -1.53780813358042]"
"PC0094","NA_TRI032","papiercarton","3.0",""," ","Route de Saint Joseph","","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2394425884847 , -1.53778477027726]"
"PC0095","NA_TRI067","papiercarton","4.0",""," ","Rue Docteur Zamenhof","Zamenhof","440109","44200","Nantes","Ile de Nantes","Nantes-Loire","[ 47.2037636336118 , -1.53455434985151]"
"VE0437","NA_TRI067","verre","5.48",""," ","Rue Docteur Zamenhof","Zamenhof","440109","44200","Nantes","Ile de Nantes","Nantes-Loire","[ 47.2037436041473 , -1.53453624594112]"
"PL0101","NA_TRI067","plastique","5.48",""," ","Rue Docteur Zamenhof","Zamenhof","440109","44200","Nantes","Ile de Nantes","Nantes-Loire","[ 47.2037275907209 , -1.5345214607304]"
"VE0438","NA_TRI192","verre","3.0",""," ","Boulevard Jules Verne","Verne","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2345840935246 , -1.53546341589258]"
"PC0096","NA_TRI121","papiercarton","4.0",""," ","Rue de Madrid","Madrid","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2141843233329 , -1.53339386232702]"
"PL0102","NA_TRI121","plastique","4.0",""," ","Rue de Madrid","Madrid","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2142208587281 , -1.53338135995892]"
"VE0439","NA_TRI121","verre","5.48",""," ","Rue de Madrid","Madrid","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.214202010692 , -1.53335879512648]"
"VE0440","NA_TRI193","verre","0.0",""," ","Côte Saint Sébastien","","440109","44200","Nantes","Nantes Sud","Loire, Sèvre et Vignoble","[ 47.2010128857754 , -1.53208889739465]"
"VE0547","RE_TRI008","verre","2.5",""," ","Rue Emile Zola","Zola","440143","44400","Rezé","Hôtel de Ville","Loire, Sèvre et Vignoble","[ 47.1912165397666 , -1.56122677068455]"
"PC0097","NA_TRI102","papiercarton","4.0",""," ","Rue Francisco Ferrer","Ferrer","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2205051140921 , -1.53325421993301]"
"PL0103","NA_TRI102","plastique","4.0",""," ","Rue Francisco Ferrer","Ferrer","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2204858603053 , -1.53324373996964]"
"VE0441","NA_TRI102","verre","5.48",""," ","Rue Francisco Ferrer","Ferrer","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2204645984895 , -1.53323160020164]"
"PC0098","NA_TRI073","papiercarton","4.8",""," ","Rue de l'Olivraie","Olivraie","440109","44200","Nantes","Nantes Sud","Loire, Sèvre et Vignoble","[ 47.1847351121106 , -1.5303329736674]"
"PL0104","NA_TRI073","plastique","4.8",""," ","Rue de l'Olivraie","Olivraie","440109","44200","Nantes","Nantes Sud","Loire, Sèvre et Vignoble","[ 47.184713631286 , -1.53029660964438]"
"VE0442","NA_TRI073","verre","4.0",""," ","Rue de l'Olivraie","Olivraie","440109","44200","Nantes","Nantes Sud","Loire, Sèvre et Vignoble","[ 47.184698798666 , -1.53027737528651]"
"VE0443","NA_TRI073","verre","4.0",""," ","Rue de l'Olivraie","Olivraie","440109","44200","Nantes","Nantes Sud","Loire, Sèvre et Vignoble","[ 47.184687155561 , -1.53025534412956]"
"VE0054","BO_TRI029","verre","4.0",""," ","Rue des Bauches","Bauches","440020","44340","Bouguenais","","Sud-Ouest","[ 47.1595924589125 , -1.64517386892034]"
"VE0055","BO_TRI030","verre","4.0",""," ","Rue du Planty","Planty","440020","44340","Bouguenais","","Sud-Ouest","[ 47.1727314889087 , -1.63012755717123]"
"VE0056","BO_TRI031","verre","4.0",""," ","Rue Eugène Pottier","Pottier","440020","44340","Bouguenais","","Sud-Ouest","[ 47.1758908441244 , -1.62441384353568]"
"VE0057","BO_TRI032","verre","4.0",""," ","Rue Eugène Pottier","Pottier","440020","44340","Bouguenais","","Sud-Ouest","[ 47.1783447236677 , -1.6281354475991]"
"VE0058","BO_TRI033","verre","4.0",""," ","Rue de la Croix Jeannette","Croix","440020","44340","Bouguenais","","Sud-Ouest","[ 47.1736059639919 , -1.62276778498653]"
"VE0059","BO_TRI034","verre","4.0",""," ","Rue Fernand Pelloutier","Pelloutier","440020","44340","Bouguenais","","Sud-Ouest","[ 47.1720548663818 , -1.62463099944497]"
"VE0060","BO_TRI035","verre","4.0",""," ","Rue Pablo Neruda","Neruda","440020","44340","Bouguenais","","Sud-Ouest","[ 47.1708008701305 , -1.62301587729763]"
"VE0061","BO_TRI036","verre","4.0",""," ","Rue Salvador Allende","Allende","440020","44340","Bouguenais","","Sud-Ouest","[ 47.1700596141689 , -1.6248556678011]"
"VE0062","BO_TRI037","verre","4.0",""," ","Rue de la Gagnerie","Gagnerie","440020","44340","Bouguenais","","Sud-Ouest","[ 47.1690033481184 , -1.62199167595727]"
"VE0063","BO_TRI038","verre","4.0",""," ","Rue de Bellevue","Bellevue","440020","44340","Bouguenais","","Sud-Ouest","[ 47.1731486344612 , -1.61778685111481]"
"VE0065","BO_TRI040","verre","4.0",""," ","Rue des Pêcheurs","Pêcheurs","440020","44340","Bouguenais","","Sud-Ouest","[ 47.1904413125887 , -1.64237898323456]"
"VE0066","BO_TRI041","verre","4.0",""," ","Chemin de la Vaserie","Vaserie","440020","44340","Bouguenais","","Sud-Ouest","[ 47.1870837217368 , -1.58806797009683]"
"VE0067","BO_TRI002","verre","4.0",""," ","Rue Jules Vallès","Vallès","440020","44340","Bouguenais","","Sud-Ouest","[ 47.1698200650287 , -1.57626017414139]"
"VE0421","NA_TRI185","verre","4.0",""," ","Rue Maurice Terrien","Terrien","440109","44100","Nantes","Bellevue - Chantenay - Sainte Anne","Nantes-Ouest","[ 47.203623873932 , -1.59092678443369]"
"PL0091","NA_TRI111","plastique","4.8",""," ","Rue de la Marseillaise","Marseillaise","440109","44100","Nantes","Bellevue - Chantenay - Sainte Anne","Nantes-Ouest","[ 47.2073723182478 , -1.59066879541323]"
"VE0219","MT_TRI008","verre","3.0",""," ","Rue Albert Camus","Camus","440101","44620","La Montagne","","Sud-Ouest","[ 47.183767116469 , -1.68196375782258]"
"VE0221","MT_TRI010","verre","3.0",""," ","Rue du Fresne","Fresne","440101","44620","La Montagne","","Sud-Ouest","[ 47.1891325930077 , -1.67896795393398]"
"VE0222","MT_TRI011","verre","4.0",""," ","Rue de l'Union","Union","440101","44620","La Montagne","","Sud-Ouest","[ 47.1877737524921 , -1.68322126894138]"
"VE0223","MT_TRI012","verre","3.0",""," ","Rue de la Mairie","Mairie","440101","44620","La Montagne","","Sud-Ouest","[ 47.1912019406277 , -1.68676997514897]"
"VE0224","MT_TRI013","verre","3.0",""," ","Rue de la Garenne","Garenne","440101","44620","La Montagne","","Sud-Ouest","[ 47.1929353580494 , -1.69055953467642]"
"VE0225","MT_TRI014","verre","4.0",""," ","Rue de la Courante","Courante","440101","44620","La Montagne","","Sud-Ouest","[ 47.1884382479354 , -1.69005014371327]"
"VE0226","MT_TRI015","verre","3.0",""," ","Rue Flora Tristan","Tristan","440101","44620","La Montagne","","Sud-Ouest","[ 47.1871712783343 , -1.68770835308904]"
"VE0227","MT_TRI002","verre","3.0",""," ","Rue du Grand Clos","Grand","440101","44620","La Montagne","","Sud-Ouest","[ 47.1846272466407 , -1.68747775300818]"
"VE0228","MT_TRI002","verre","3.0",""," ","Rue du Grand Clos","Grand","440101","44620","La Montagne","","Sud-Ouest","[ 47.1846429495101 , -1.68747136470852]"
"VE0230","MT_TRI017","verre","4.0",""," ","Route de Bouguenais","Bouguenais","440101","44620","La Montagne","","Sud-Ouest","[ 47.185250699061 , -1.67874943057725]"
"DS0009","MT_TRI001","Emb. ménager","4.0","Déchèterie de la Montagne"," ","Chemin du Pérou","Pérou","440101","44620","La Montagne","","Sud-Ouest","[ 47.1770895166641 , -1.6831667882565]"
"VE0246","PE_TRI011","verre","4.0",""," ","Allée des Camélias","Camélias","440120","44640","Le Pellerin","","Sud-Ouest","[ 47.1948083595064 , -1.75561141784974]"
"VE0235","PE_TRI002","verre","4.0",""," ","Allée des Jonquilles","Jonquilles","440120","44640","Le Pellerin","","Sud-Ouest","[ 47.1981828650611 , -1.7533211131183]"
"VE0236","PE_TRI003","verre","4.0",""," ","Rue de la Jouardais","Jouardais","440120","44640","Le Pellerin","","Sud-Ouest","[ 47.1956335654561 , -1.75928256598121]"
"VE0238","PE_TRI005","verre","4.0",""," ","Rue de la Génolière","Gén","440120","44640","Le Pellerin","","Sud-Ouest","[ 47.1975647193793 , -1.76258430352217]"
"VE0239","PE_TRI006","verre","4.0",""," ","Allée de la Source","Source","440120","44640","Le Pellerin","","Sud-Ouest","[ 47.200398150601 , -1.77788757943368]"
"VE0240","PE_TRI007","verre","4.0",""," ","Route du Pé de Buzay","Pé","440120","44640","Le Pellerin","","Sud-Ouest","[ 47.2006521176324 , -1.81047434649921]"
"PL0092","NA_TRI052","plastique","4.0",""," ","Boulevard du Tertre","Tertre","440109","44100","Nantes","Dervallières - Zola","Nantes-Ouest","[ 47.2153177254459 , -1.60561095462978]"
"VE0241","PE_TRI001","verre","4.0",""," ","Place du Champ de Foire","Champ","440120","44640","Le Pellerin","","Sud-Ouest","[ 47.2017655845404 , -1.75926121250529]"
"VE0242","PE_TRI008","verre","4.0",""," ","Rue de la Curé","Curé","440120","44640","Le Pellerin","","Sud-Ouest","[ 47.201257909745 , -1.7492299172691]"
"VE0243","PE_TRI009","verre","4.0",""," ","Rue de l'Enclos","Enclos","440120","44640","Le Pellerin","","Sud-Ouest","[ 47.200430379739 , -1.75350194378975]"
"VE0244","PE_TRI010","verre","4.0",""," ","Avenue Mathurin Métayer","Métayer","440120","44640","Le Pellerin","","Sud-Ouest","[ 47.2022077894789 , -1.76476005527437]"
"VE0245","PE_TRI001","verre","4.0",""," ","Place du Champ de Foire","Champ","440120","44640","Le Pellerin","","Sud-Ouest","[ 47.2017390394275 , -1.75925312443185]"
"VE0916","SO_TRI018","verre","5.0","déplacé fin sept 2014"," ","Rue du Général De Gaulle","Gaulle","440198","44840","Les Sorinières","Centre-Ouest","Loire, Sèvre et Vignoble","[ 47.147664416914 , -1.53264115783816]"
"PL0105","NA_TRI011","plastique","4.0",""," ","Route de Saint Sébastien","Sébastien","440109","44200","Nantes","Nantes Sud","Loire, Sèvre et Vignoble","[ 47.1996624046292 , -1.53131302113727]"
"VE0444","NA_TRI011","verre","3.0",""," ","Route de Saint Sébastien","Sébastien","440109","44200","Nantes","Nantes Sud","Loire, Sèvre et Vignoble","[ 47.1996494789327 , -1.53129846094516]"
"PC0099","NA_TRI011","papiercarton","3.0",""," ","Route de Saint Sébastien","Sébastien","440109","44200","Nantes","Nantes Sud","Loire, Sèvre et Vignoble","[ 47.1996312542483 , -1.53128805986053]"
"VE0446","NA_TRI116","verre","5.48","Precision mesure METRE"," ","Rue des Chalâtres","Chalâtres","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.226929771373 , -1.5323252819451]"
"PC0101","NA_TRI116","papiercarton","4.8",""," ","Rue des Chalâtres","Chalâtres","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2269078858039 , -1.53230097773585]"
"PL0106","NA_TRI116","plastique","4.8",""," ","Rue des Chalâtres","Chalâtres","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2268876533059 , -1.53228891131998]"
"VE0447","NA_TRI096","verre","4.0",""," ","Rue de Biarritz","Biarritz","440109","44200","Nantes","Nantes Sud","Loire, Sèvre et Vignoble","[ 47.1965568365915 , -1.53004097254759]"
"PL0107","NA_TRI013","plastique","4.0",""," ","Rue Anne Claude Godeau","Godeau","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2406650996044 , -1.53305961168959]"
"PC0103","NA_TRI013","papiercarton","4.0",""," ","Rue Anne Claude Godeau","Godeau","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2406815694936 , -1.53306080312222]"
"VE0448","NA_TRI013","verre","4.0",""," ","Rue Anne Claude Godeau","Godeau","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2407022075746 , -1.53306078091186]"
"VE0449","NA_TRI081","verre","5.48",""," ","Rue de la Marrière","Marrière","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2341715038261 , -1.53192332823975]"
"PC0104","NA_TRI081","papiercarton","5.48",""," ","Rue de la Marrière","Marrière","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2341589332705 , -1.53189817949657]"
"PL0108","NA_TRI081","plastique","5.48",""," ","Rue de la Marrière","Marrière","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2341440504486 , -1.53188043849317]"
"PL0109","NA_TRI075","plastique","3.0",""," ","Rue d'Allonville","Allonville","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2246464689931 , -1.53114987299541]"
"PC0105","NA_TRI075","papiercarton","3.0",""," ","Rue d'Allonville","Allonville","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2246614885602 , -1.5311327820452]"
"VE0450","NA_TRI075","verre","5.48",""," ","Rue d'Allonville","Allonville","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2246766602046 , -1.53111115792648]"
"PC0106","NA_TRI031","papiercarton","5.48",""," ","Rue des Agenets","Agenets","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2292398712778 , -1.53113350937555]"
"PL0110","NA_TRI031","plastique","4.8",""," ","Rue des Agenets","Agenets","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2292270470582 , -1.53111591903199]"
"VE0451","NA_TRI031","verre","5.48",""," ","Rue des Agenets","Agenets","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2292156070615 , -1.53108782484284]"
"PC0107","NA_TRI115","papiercarton","5.48",""," ","Rue d'Hasparren","Hasparren","440109","44200","Nantes","Nantes Sud","Loire, Sèvre et Vignoble","[ 47.1959830227128 , -1.52752125864224]"
"PL0111","NA_TRI115","plastique","4.8",""," ","Rue d'Hasparren","Hasparren","440109","44200","Nantes","Nantes Sud","Loire, Sèvre et Vignoble","[ 47.195987174404 , -1.52748976635922]"
"PC0108","NA_TRI069","papiercarton","3.0",""," ","Rue Georges le Mevel","Mevel","440109","44200","Nantes","Nantes Sud","Loire, Sèvre et Vignoble","[ 47.1911520343259 , -1.52711350535184]"
"PL0112","NA_TRI069","plastique","4.0",""," ","Rue Georges le Mevel","Mevel","440109","44200","Nantes","Nantes Sud","Loire, Sèvre et Vignoble","[ 47.1911348892377 , -1.5271016715289]"
"VE0452","NA_TRI115","verre","5.48",""," ","Rue d'Hasparren","Hasparren","440109","44200","Nantes","Nantes Sud","Loire, Sèvre et Vignoble","[ 47.1959895205379 , -1.52745057420902]"
"VE0453","NA_TRI069","verre","4.0",""," ","Rue Georges le Mevel","Mevel","440109","44200","Nantes","Nantes Sud","Loire, Sèvre et Vignoble","[ 47.1911167654012 , -1.52708825330621]"
"VE0454","NA_TRI194","verre","4.8",""," ","Place du Ralliement","Ralliement","440109","44000","Nantes","Malakoff - Saint-Donatien","Nantes-Loire","[ 47.2227027693402 , -1.52926297913277]"
"VE0455","NA_TRI195","verre","4.0",""," ","Rue Ligérienne","Ligérienne","440109","44200","Nantes","Ile de Nantes","Nantes-Loire","[ 47.2099189475074 , -1.52735383158922]"
"PC0109","NA_TRI118","papiercarton","4.0","Déplacé de la Rue Ligérienne en janvier 2016"," ","Boulevard de la Loire","Loire","440109","44200","Nantes","Ile de Nantes","Nantes-Loire","[ 47.2114252638943 , -1.527883564404]"
"PL0113","NA_TRI118","plastique","4.0","Déplacé de la Rue Ligérienne en janvier 2016"," ","Boulevard de la Loire","Loire","440109","44200","Nantes","Ile de Nantes","Nantes-Loire","[ 47.2114092153747 , -1.52790057772644]"
"PL0114","NA_TRI028","plastique","0.0","Hotel Mercure"," ","Avenue Lotz Cossé","Cossé","440109","44200","Nantes","Ile de Nantes","Nantes-Loire","[ 47.2067913689663 , -1.52796844669106]"
"VE0456","NA_TRI028","verre","4.0","Hotel Mercure"," ","Avenue Lotz Cossé","Cossé","440109","44200","Nantes","Ile de Nantes","Nantes-Loire","[ 47.2067762827902 , -1.52795675802397]"
"VE0457","NA_TRI110","verre","4.0",""," ","Rue du Port Durand","","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2533476461413 , -1.53106292655271]"
"PC0110","NA_TRI110","papiercarton","4.0",""," ","Rue du Port Durand","","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2533382649755 , -1.53103496863666]"
"PL0115","NA_TRI110","plastique","4.0",""," ","Rue du Port Durand","","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2533331026508 , -1.53100428478169]"
"VE0458","NA_TRI196","verre","5.48",""," ","Boulevard Jules Verne","Verne","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2411378612272 , -1.52970131920185]"
"VE0459","NA_TRI197","verre","5.48",""," ","Rue Marc Vaubourgoin","Vaubourgoin","440109","44200","Nantes","Ile de Nantes","Nantes-Loire","[ 47.2081186954119 , -1.52700430744798]"
"PC0111","NA_TRI026","papiercarton","0.0",""," ","Rue de Koufra","Koufra","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2498238016742 , -1.52958666522937]"
"PC0112","NA_TRI026","papiercarton","0.0",""," ","Rue de Koufra","Koufra","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2498173562162 , -1.5295634679233]"
"VE0460","NA_TRI026","verre","0.0",""," ","Rue de Koufra","Koufra","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2498057639158 , -1.52953989857425]"
"VE0461","NA_TRI026","verre","0.0",""," ","Rue de Koufra","Koufra","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.249796179672 , -1.52951798981544]"
"PL0116","NA_TRI026","plastique","0.0",""," ","Rue de Koufra","Koufra","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2497876754649 , -1.52949464371193]"
"VE0040","BO_TRI016","verre","4.0",""," ","Rue du Commandant Charcot","Charcot","440020","44340","Bouguenais","","Sud-Ouest","[ 47.1833495149421 , -1.5797509537455]"
"VE0684","SH_TRI003","verre","4.0",""," ","Avenue des Thébaudières","Thébaudières","440162","44800","St-Herblain","Nord","Loire-Chézine","[ 47.2436657087828 , -1.60681066347387]"
"VE0237","PE_TRI004","verre","4.0",""," ","Rue de la Jouardais","Jouardais","440120","44640","Le Pellerin","","Sud-Ouest","[ 47.194829426459 , -1.76149363823232]"
"VE0143","CO_TRI017","verre","4.0",""," ","Rue du Pont de Retz","Pont","440047","44220","Couëron","","Loire-Chézine","[ 47.2129810450539 , -1.70828404164882]"
"PL0117","NA_TRI026","plastique","0.0",""," ","Rue de Koufra","Koufra","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2497792725989 , -1.5294682740935]"
"PC0113","NA_TRI125","papiercarton","3.0",""," ","Rue des Bourdonnières","Bourdonnières","440109","44200","Nantes","Nantes Sud","Loire, Sèvre et Vignoble","[ 47.185494248107 , -1.52375820542025]"
"PL0119","NA_TRI125","plastique","3.0",""," ","Rue des Bourdonnières","Bourdonnières","440109","44200","Nantes","Nantes Sud","Loire, Sèvre et Vignoble","[ 47.1855117808434 , -1.52372768392371]"
"PL0120","NA_TRI048","plastique","6.1",""," ","Allée de la Civelière","Civelière","440109","44200","Nantes","Nantes Sud","Loire, Sèvre et Vignoble","[ 47.1886714139143 , -1.52153966702787]"
"PC0114","NA_TRI048","papiercarton","4.38",""," ","Allée de la Civelière","Civelière","440109","44200","Nantes","Nantes Sud","Loire, Sèvre et Vignoble","[ 47.1886824663124 , -1.52151775816812]"
"PC0115","NA_TRI048","papiercarton","4.38",""," ","Allée de la Civelière","Civelière","440109","44200","Nantes","Nantes Sud","Loire, Sèvre et Vignoble","[ 47.1886964551811 , -1.52150060199936]"
"VE0463","NA_TRI048","verre","4.8",""," ","Allée de la Civelière","Civelière","440109","44200","Nantes","Nantes Sud","Loire, Sèvre et Vignoble","[ 47.1887116251343 , -1.52147898986018]"
"VE0464","NA_TRI048","verre","4.0",""," ","Allée de la Civelière","Civelière","440109","44200","Nantes","Nantes Sud","Loire, Sèvre et Vignoble","[ 47.1887351819041 , -1.52145344103511]"
"PC0116","NA_TRI085","papiercarton","4.0",""," ","Rue Jean Julien Lemordant","Lemordant","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2307053492777 , -1.52305907844423]"
"VE0465","NA_TRI085","verre","5.48",""," ","Rue Jean Julien Lemordant","Lemordant","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2306979742474 , -1.52303279346208]"
"PC0117","NA_TRI040","papiercarton","5.0","Ecopoint de la Beaujoire"," ","Avenue de la Gare de Saint Joseph","Joseph","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2539953159268 , -1.52334110355733]"
"VE0466","NA_TRI040","verre","5.0","Ecopoint de la Beaujoire"," ","Avenue de la Gare de Saint Joseph","Joseph","440109","44300","Nantes","Nantes Erdre","Erdre et Loire","[ 47.2541921218927 , -1.52307190193618]"
"VE0467","NA_TRI198","verre","4.0",""," ","Rue de la Gilarderie","Gilarderie","440109","44200","Nantes","Nantes Sud","Loire, Sèvre et Vignoble","[ 47.1869730081925 , -1.51811601742858]"
"PC0118","NA_TRI060","papiercarton","5.48",""," ","Rue du Croissant","Croissant","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2354257773829 , -1.52140436772795]"
"VE0293","NA_TRI060","verre","4.8",""," ","Rue du Croissant","Croissant","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2354246288239 , -1.5213770146975]"
"PL0012","NA_TRI060","plastique","5.48",""," ","Rue du Croissant","Croissant","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.2354216743322 , -1.52134195637984]"
"PL0013","NA_TRI082","plastique","4.38",""," ","Rue Jean Julien Lemordant","Lemordant","440109","44300","Nantes","Doulon - Bottière","Erdre et Loire","[ 47.229837677735 , -1.51978651121169]"
"VE0294","NA_TRI128","verre","3.0",""," ","Boulevard Pierre de Coubertin","Coubertin","440109","44100","Nantes","Breil - Barberie","Nantes-Ouest","[ 47.230219809689 , -1.59048700626635]"
"PL0014","NA_TRI128","plastique","4.0",""," ","Boulevard Pierre de Coubertin","Coubertin","440109","44100","Nantes","Breil - Barberie","Nantes-Ouest","[ 47.2301981423371 , -1.59045663226294]"
