ID,CODE,NOM,STATUT,DESCRIPTION,DESCRIPTION_EN,ADRESSE,ADRESSE_CPLT,CP,COMMUNE,TEL,WEB,EMAIL,TWITTER,FACEBOOK,GOOGLE_PLUS,HORAIRES,OBJETS_RECUPERES,OBJETS_EN,CATEG_OBJETS,latitude,longitude,ORIGINE_INFO,Horaires,Acceptez-vous que ces informations soient publiques ?
25,stco_reemploi_alis44,ALIS44,Association,"Récupération, reconditionnement et distribution d'ordinateurs sous OS Linux","Recovery, reconditioning and distribution of computers underLinux OS",60 rue de la Bottière,,44300,NANTES,06.47.98.02.68,http://www.alis44.org,alis-asso@alis44.org,,,,"0101-3112_lu+ma+me+ve_09h00-12h00+14h00-18h00,0101-3112_je_10h00-12h00+14h00-16h30","ordinateur,écran,alis","computer,screen,alis",informatique,47.239259,-1.51986,MieuxTrierANantes 07/16,"Pendant la semaine, vous pouvez nous contacter ou nous rendre visite du lundi au vendredi, de 9h à 12h et de 14h à 18h excepté le jeudi de 10h à 12h et de 14h à 16h30.",OUI
26,stco_reemploi_baramel,Atelier Bar'Amel trajet,Association,Récupération de pain. Cette structure d'insertion (pilotée par l'association Trajet) fait travailler 32 personnes. Elle s'approvisionne auprès de 200 commerces qui fournissent les invendus. Le pain transformé est ensuite revendu pour être intégré à la nourriture pour animaux.,Recovery of bread. This insertion structure (controlled by the association Journey) is working 32 people. She stocks among 200 businesses that provide unsold. The transformed bread is then sold to be incorporated into the feed.,"9, Route de Brimberne",,44880,SAUTRON,02 51 78 64 62,http://www.asso-trajet.fr/baramel.php,atelier-baramel@asso-trajet.fr,,,,,pain,bread,divers,47.258053,-1.654222,MieuxTrierANantes 01/15,"Du lundi au vendredi, 9h-12h et 14h-18h",
27,stco_reemploi_ressourcerieile,La Ressourcerie de l'ïle,Association,"(Ancien nom : Ecorev)<br/>Réemploi d'objets de la vie courante : collecte en déchèterie et à domicile sur Nantes Métropole, et en apport volontaire à Rezé, puis revente à bas prix (mobilier, vaisselle, jouets, livres, vêtements, articles de loisirs, outillage...)<br/><br/>Quels objets peut-on donner/acheter ? Mobilier, jouet, puériculture, vaisselle, bibelot, cadre, livre, vêtement, linge de maison, outillage, jardinerie, vélo, luminaire, CD-DVD, jeux vidéos, literie, article de sport …. Ces objets du quotidien doivent être en état d'utilisation, propres, même s'ils présentent des dommages d'usure.<br/>Depuis janvier 2015 il est possible de déposer les petits appareils ménager (qui seront revendus en boutique) ou le gros électroménager (qui sera transmis à Envie44)<br/><br/>Dépôt d'objets : lundi-samedi de 9h30 à 17h (il n'y a plus de coupures le midi)<br/>Boutique solidaire : les mercredis et samedis de 9h30 à 17h30 (hors jours fériés)<br/>Util'o'Bus : 2ème mercredi du mois au Dervallières (9h-12h), 3ème mercredi du mois à La Bottière (14h-17h)","(Former name: Ecorev) <br/> Reuse of objects of everyday life collection and recycling center at home on Nantes Métropole, and voluntary contributions to Rezé then resell cheap (furniture, dishes, toys, books, clothing, leisure items, tools ...) <br/> What objects can we give / buy? Furniture, toy, baby, crockery, trinket, frame, book, clothing, linens, tools, gardening, cycling, lighting, CD-DVD, video games, bedding, sports equipment .... These everyday items must be in working order, clean, even if they have wear damage. <br/> Since January 2015 it is possible to deposit small household appliances (which will be sold in stores) or large appliances (which will be sent to Envie44) <br/> deposit of objects: Monday-Saturday from 9:30 am to 17h (there are more cuts noon) <br/> Boutique solidarity: Wednesdays and Saturdays from 9:30 to 17:30 (excluding holidays) <br/> Util'o'Bus: 2nd Wednesday of the month Dervallières (9h-12h), 3rd Wednesday of the month at La Bottière (14h-17h)",90 rue de la basse île,,44400,REZE,02 28 23 64 47,http://www.laressourceriedelile.com,contact@laressourceriedelile.com,,,,"0101-3112_lu+ma+me+je+ve+sa_09h30-17h00,0101-3112_me+sa_09h30-17h30,sauf_ferie","mobilier,meuble,jouet,puériculture,vaisselle,bibelot,cadre,livre,vêtement,linge de maison,outillage,jardinerie,vélo,luminaire,CD-DVD,jeux vidéos,literie,article de sport,électroménager,pull,pantalon,veste","furnishings, furniture, toy, baby, crockery, trinket, frame, book, clothing, linens, tools, gardening, cycling, lighting, CD-DVD, video games, bedding, sports equipment, household appliances, sweater, pants, jacket","meuble, livres/bd/cd/dvd, jouet, vêtements, divers",47.196638,-1.565745,MieuxTrierANantes 03/15,,OUI
28,stco_reemploi_emmaus,Emmaus Bouguenais,Association,"Meubles, appareils et ustensiles ménagers, literie, couverture, linge, lustres et luminaires, vêtements, livres, vaisselle...","Furniture, appliances and utensils, bedding, blankets, towels, chandeliers and lamps, clothes, books, crockery ...",La Guilloterie Rue d'Emmaus,,44430,BOUGENAIS,02 40 75 63 36,http://www.emmaus44.fr/Nantes/,contact@emmaus44.fr,,,,"0101-3112_lu+ma+me+je+ve+sa_08h30-11h30+14h00-17h30,sauf_ferie","électroménager,meuble,vêtement,livres,BD,CD,DVD,lit,linge,luste,lampe,vêtement,vaisselle,divers,jouet","électroménager,meuble,vêtement,livres,BD,CD,DVD,lit,linge,luste,lampe,vêtement,vaisselle,divers,jouet","meuble, livres/bd/cd/dvd, jouet, vêtements, divers",47.161667,-1.56069,MieuxTrierANantes 01/15,,OUI
29,stco_reemploi_lhommedebout,L'homme debout,Association,Récupération de meubles :<br/>chantier d'insertion réalisant le reconditionnement de meuble :<br/>Des meubles sont récupérés chez des particuliers qui souhaitent en faire don à l'association. Ceux-ci sont ensuite restaurer ou transformer au niveau du chantier puis redistribuer gratuitement à des personnes qui n'ont pas les moyens financiers pour acheter du mobilier. Les demandes de meubles se font dans ce cas sur demande écrite par l'intermédiaire de services sociaux.,Recovery furniture <br/> insertion site carrying the furniture reconditioning <br/> furniture is collected from individuals who wish to donate to the association. These are then restore or transform at the site and redistribute for free to people who do not have the financial means to buy the furniture. Furniture applications are in this case written request via social services.,"22, rue du Coutelier",,44800,SAINT-HERBLAIN,02 40 92 26 91,http://www.lhommedebout.com,lhommedebout@wanadoo.fr,,,,"0101-3112_ma+je_09h00-12h00+14h00-17h00,0101-3112_me_09h00-12h00",meuble,furniture,meuble,47.224091,-1.641401,MieuxTrierANantes 04/16,"Dépôts de meubles : les lundis, mardis et jeudis de 9h00 à 12h00 et de 14h00 à 17h00 ; Les mercredis de 9h00 à 12h00<br/>Pour effectuer un devis :Les mardis de 14h00 à 17h00, Les jeudis de 9h00 à 12h00",
30,stco_reemploi_relaisatlantique,Relais Atlantique,SCOP,"Centre de traitement des vêtements déposés dans les bornes Le Relais : récupération de vêtements, chaussures, linge.<br/>Le relais Atlantique a déménagé en octobre 2014. En 2014, cette SCOP de 17 salariés-sociétaires (50 % bénéfices aux sociétaires, 50% aux investissements) gère 300 tonnes de vêtements par mois, compte 14 camions et des fourgons.<br/><br/>Voir <a href='fiche:fiche_contvet'>Conteneurs de vêtements</a>","Processing center clothing deposited in the Le Relais terminals. Reclamation of clothes, shoes, linen <br/> Atlantic relay moved in October 2014. In 2014, this SCOP 17 employees-members (50% profits to members, 50% investment) manages 300 tonnes of clothing a month, has 14 trucks and vans. <br/> See <a href='fiche:fiche_contvet'> clothing containers </a>",26 rue Jan Palach,,44220,COUERON,02 28 03 18 57,http://www.lerelais.org,p.laforge@lerelais.org,,,,,"vêtement,linge, pull, pantalon, veste","clothing, linen, sweater, pants, jacket","vêtements, divers",47.222275,-1.643064,MieuxTrierANantes 07/16,"Dépots de meubles : les lundis, mardis et jeudis de 9h00 à 12h00 et de 14h00 à 17h00, Les mercredis de 9h00 à 12h00<br/>Pour effectuer un devis : Les mardis de 14h00 à 17h00, Les jeudis de 9h00 à 12h00",OUI
31,stco_reemploi_oserforetvivante,Oser forêt vivante,Association,"Cette association d'insertion vers l'emploi a parmi ces activités la collecte des déchets recyclables, pour les entreprises du sud de l'agglomération nantaise:<br/>Papiers, Cartons, Housses plastiques","This association insertion into employment of these activities the collection of recyclable waste for southern companies of Nantes <br/> Paper, Cards, Plastic Bags",12 rue Jean-Baptiste Vigier BP 60073,,44402,REZE,02 40 75 40 75,http://www.oser-foret-vivante.com,contact@oser-foret-vivante.com,,,,,"papier,carton,housse plastique","paper, cardboard, plastic cover",divers,47.190903,-1.545704,MieuxTrierANantes 01/15,,
32,stco_reemploi17,Papiers de l'espoir,Association,"Collecte de papiers usagés. L'association a pour objectif de financer des actions humanitaires éducatives à partir d'un geste écologique, le tri du papier.<br/>En 2010, l'activité de Papiers de l'Espoir (70 kms environ autour de Nantes) de participer et d'aider à la scolarisation de 7 000 enfants.","Collecting used paper. The association aims to finance educational humanitarian actions from an environmental gesture, sorting the paper. <br/> In 2010, the paper activity of Hope (70 kms around Nantes) of participate and assist in the education of 7,000 children.",29 Rue Maladrie,,44120,VERTOU,02 40 34 29 24 ou 06 75 67 98 02 ou 06 37 27 14 22 (St-Nazaire),http://www.lespapiersdelespoir.fr,papiersdelespoir@free.fr,,,,,papier,paper,divers,47.1842788,-1.4852487,MieuxTrierANantes 01/15,,
33,stco_reemploi_trisactifsouest,TRIS Actif Ouest,Association,"Créée par l'association Actif Ouest, cette entreprise d'insertion est spécialisées dans la <br/>- rénovation de micro-ordinateurs réformés et leur revente avec garantie,<br/>- démantèlement assuré par l'atelier d'insertion pour le matériel ‘obsolète' ou en panne.<br/><br/>C'est un lieu de dépôt des Déchets d'équipement électrique et électronique (D3E).<br/>Tri Actif Ouest est labellisé Ordi2.0 (filière nationale de collecte, rénovation est réemploi des ordinateurs).<br/><br/>C'est également un lieu de vente d'ordinateurs fixes ou portables (avec garantie), de dépannage et de vente de pièces détachées.","Created by the association Western Asset, the insertion company is specialized in <br/> - Renovation reformed microcomputers and resale with warranty, <br/> - dismantling provided by the insertion workshop for material 'obsolete' or down. <br/> It is a repository of electrical and electronic equipment waste (D3E). <br/> Tri Active West is labeled Ordi2.0 (national chain collection, renovation is reuse of computers). <br/> It is also a place of sale of fixed or portable computers (with warranty), troubleshooting and parts sales.",6 rue des piliers de la Chauviniére,,44800,SAINT-HERBLAIN,02 51 80 05 38,http://www.actifouest.fr,tris-actif-ouest@orange.fr,,,,"0101-3112_lu+je_14h00-18h00,0101-3112_ma+me+ve_09h00-12h30+14h00-18h00,","ordi,ordinateur,pc,portable,souris,écran,clavier,cable,cartouche,tuner,magnetoscope","computer, computer, pc, laptop","Créée par l'association Actif Ouest, cette entreprise d'insertion (5 personnes) est spécialisée dans la <br/>- rénovation de micro-ordinateurs réformés et leurs reventes avec garantie (6 mois),<br/>- démantèlement assuré par l'atelier d'insertion pour le matériel ‘obsolète' ou en panne.<br/><br/>C'est un lieu de dépôt des Déchets d'équipement électrique et électronique (D3E).<br/><br/><br/>C'est également un lieu de vente d'ordinateurs fixes ou portables (avec garantie), de dépannage et de vente de pièces détachées.",47.230689,-1.633349,Entretien TriActifOuest / MieuxTrierANantes 03/16,"Lundi et jeudi : de 14h00 à 18h00, mardi, mercredi, vendredi de 9h00 à 12h30 et 14h00 à 18h00.",OUI
34,stco_reemploi_lesmarchandsdesable,Les Marchands de SABLE,Association,"Créations d'aménagements intérieurs à partir de matériaux de réemploi.<br/>Scénographie Architecture Bâti Lieux Expérimentaux. Notre travail trouve son application dans la création d'installation urbaines et constructions temporaires <b>à base d'objets récupérés</b>.<br/>Ils recherchent surtout du mobilier, du bois (mais de préférence du dois brut et pas de l'aggloméré) et des structures métalliques.","Interior design creations from reused materials. <br/> Set Design Architecture Built Experimental Places. Our work is used in the creation of urban installation and temporary constructions <b> recovered object-based </ b>. <br/> They look especially furniture, wood (but preferably do not gross chipboard) and metal structures.",18 quai du président Wilson,,44200,NANTES,06 81 67 42 06,http://marchandsdesable.free.fr,lesmarchandsdesable@gmail.com,, https://www.facebook.com/lmds123,,,"meuble,bois,structure métallique","furniture,wood,metal structure",meuble,47.200229,-1.561791,"Envoyé par mail à mieuxtrieranantes@gmail.com, le 30/05/206",Sur rendez-vous,OUI
35,stco_reemploi_dingfring_reze,DING-FRING Rezé,SCOP,"Les boutiques 'Ding Fring' proposent certains des vêtements déposés dans les bornes Le Relais.<br/>Un quart du stock renouvelé toutes les semaines.<br/>Il y en 7 en Loire-Atlantique, dont 4 sur Nantes Métropole.<br/>Vente au détail à partir de 4€60. Uniquement ouvert aux particuliers.","The shops 'Ding Fring' offer some clothes deposited in the Le Relais terminals. <br/> A quarter of the stock renewed every week. There <br/> 7 in Loire-Atlantique, 4 Nantes Métropole. < br /> Sale kilo from 7 € 50.",75 Rue de la Commune de 1871,,44400,REZE,02 51 70 28 35,http://www.lerelais.org/aussi.php?page=ding_fring,,,,,"0101-3112_lu+ma+me+je+ve_10h00-12h30+14h30-18h45,0101-3112_sa_10h00-12h30+14h30-18h15","vêtement,linge,pull,pantalon,veste,chaussette,chemisier,Tshirt,chaussure,couverture,drap,couette,layette,boy,sous-vêtement","clothing, linen, sweater, pants, jacket",vêtements,47.1879293,-1.5515172,Entretien LeRelaisAtlantique / MieuxTrierANantes 04/16,Du lundi au vendredi de 10h à 12h30 et de 14h30 à 18h45. Le samedi de 10h à 12h30 et de 14h30 à 18h15.,OUI
36,stco_reemploi_dingfring_palaiscongres,DING-FRING Palais des Congrès,SCOP,"Les boutiques 'Ding Fring' proposent certains des vêtements déposés dans les bornes Le Relais.<br/>Un quart du stock renouvelé toutes les semaines.<br/>Il y en 7 en Loire-Atlantique, dont 4 sur Nantes Métropole.<br/>Vente au détail à partir de 4€60. Uniquement ouvert aux particuliers.","The shops 'Ding Fring' offer some clothes deposited in the Le Relais terminals. <br/> A quarter of the stock renewed every week. There <br/> 7 in Loire-Atlantique, 4 Nantes Métropole. < br /> Sale kilo from 7 € 50.",32 rue Fourré,,44200,NANTES,02 40 75 46 91,http://www.lerelais.org/aussi.php?page=ding_fring,,,,,"0101-3112_lu+ma+me+je+ve_10h00-18h45,0101-3112_sa_10h00-18h15","vêtement,linge,pull,pantalon,veste,chaussette,chemisier,Tshirt,chaussure,couverture,drap,couette,layette,boy,sous-vêtement","clothing, linen, sweater, pants, jacket",vêtements,47.2119882,-1.5468354,Entretien LeRelaisAtlantique / MieuxTrierANantes 04/16,Du lundi au vendredi de 10h à 18h45. Le samedi de 10h à 18h15.,OUI
37,stco_reemploi_dingfring_chantiernaval,DING-FRING Chantier Navals,SCOP,"Les boutiques 'Ding Fring' proposent certains des vêtements déposés dans les bornes Le Relais.<br/>Un quart du stock renouvelé toutes les semaines.<br/>Il y en 7 en Loire-Atlantique, dont 4 sur Nantes Métropole.<br/>Vente au détail à partir de 4€60. Uniquement ouvert aux particuliers.","The shops 'Ding Fring' offer some clothes deposited in the Le Relais terminals. <br/> A quarter of the stock renewed every week. There <br/> 7 in Loire-Atlantique, 4 Nantes Métropole. < br /> Sale kilo from 7 € 50.",5 rue Charles Brunelière,,44200,NANTES,02 40 69 13 89,http://www.lerelais.org/aussi.php?page=ding_fring,,,,,"0101-3112_lu+ma+me+je+ve_10h00-18h45,0101-3112_sa_10h00-18h15","vêtement,linge,pull,pantalon,veste,chaussette,chemisier,Tshirt,chaussure,couverture,drap,couette,layette,boy,sous-vêtement","clothing, linen, sweater, pants, jacket",vêtements,47.2092982,-1.5692261,Entretien LeRelaisAtlantique / MieuxTrierANantes 04/16,Du lundi au vendredi de 10h à 18h45. Le samedi de 10h à 18h15.,OUI
38,stco_reemploi_dingfring_erdre,DING-FRING Nantes Erdre Grand Clos,SCOP,"Les boutiques 'Ding Fring' proposent certains des vêtements déposés dans les bornes Le Relais.<br/>Un quart du stock renouvelé toutes les semaines.<br/>Il y en 7 en Loire-Atlantique, dont 4 sur Nantes Métropole.<br/>Vente au détail à partir de 4€60. Uniquement ouvert aux particuliers.","The shops 'Ding Fring' offer some clothes deposited in the Le Relais terminals. <br/> A quarter of the stock renewed every week. There <br/> 7 in Loire-Atlantique, 4 Nantes Métropole. < br /> Sale kilo from 7 € 50.",15 rue des Marsauderies,,44000,NANTES,02 40 20 87 11,http://www.lerelais.org/aussi.php?page=ding_fring,,,,,"0101-3112_lu+ma+me+je+ve_10h00-18h45,0101-3112_sa_10h00-18h15","vêtement,linge,pull,pantalon,veste,chaussette,chemisier,Tshirt,chaussure,couverture,drap,couette,layette,boy,sous-vêtement","clothing, linen, sweater, pants, jacket",vêtements,47.2414082,-1.5318757,Entretien LeRelaisAtlantique / MieuxTrierANantes 04/16,Du lundi au vendredi de 10h à 18h45. Le samedi de 10h à 18h15.,OUI
39,stco_reemploi_envie44,Envie 44 Saint Herblain,Association,"Récupération et vente d'électroménager <br/>Créés par des membres d'Emmaûs, Envie regroupe désormais 50 entreprises, dont 2 en Loire Atlantique (Saint-Nazaire et Saint-Herblain), ce qui représente 90 salariés dans le département.<br/><br/>C'est un lieu de dépôt des Déchets d'équipement électrique et électronique (D3E).<br/>Les particuliers peuvent déposer en déchèteries ou directement chez Envie 44.<br/><br/>C'est également un magasin qui présente les appareils électroménagers à prix abordables.","Recovery and sale of appliances <br/>Created by members of Emmaus, want now comprises 50 companies, including 2 in Loire Atlantique (Saint-Nazaire and St. Herblain), which represents 90 employees in the department. <br/> It is a repository of electrical and electronic equipment waste (D3E). Individuals can drop <br/> in waste collection centers or directly at Envie <br/> 44. It is also a store that has appliances at affordable prices.",18 rue Bobby Sands,,44800,SAINT-HERBLAIN,02 40 43 21 11,http://www.envie-44.org/nos-magasins/nantes-st-herblain.html,magasin44sth@envie.org,,,,0101-3112_lu+ma+me+je+ve+sa_12h00-14h00+14h00-19h00,"électroménager,réfrigérateur,télévision,lave-vaisselle,congélateur,envie44","appliances, refrigerator, television, dishwasher, freezer, envie44",électroménager,47.233582,-1.652637,MieuxTrierANantes 01/15,Du lundi au vendredi de 10h à 19h00 et le samedi de 10h à 12h et de 14h à 18h30,OUI
40,stco_reemploi_orthopedie,Orthopédie sans Frontières,Association,"Récupération de matériels pour chambre d'hôpital, fauteuils roulant, lunettes, appareils auditifs<br/><br/>Collecter, réparer et distribuer vers les plus démunis et en particulier dans les pays du sud en voie de développement des matériels, médicaux, paramédicaux et orthopédiques collectés dans les cliniques, hopitaux, centre des personnes agées ou handicapés et aussi les particuliers.<br/><br/>Lieu de collecte : La Métairie, 44800 Saint Herblain","Recovery of materials for hospital room, wheelchairs, eyeglasses, hearing aids <br/> collect, repair and distribute to the poor, particularly in the southern developing hardware, medical, paramedical and orthopedic collected in clinics, hospitals, center for elderly and disabled as well as individuals <br/> Place collection. La Metairie, 44800 Saint Herblain",La Métairie,,44800,SAINT-HERBLAIN,06.83.45.78.96,http://www.osfafrique.org,,,,,0101-3112_je_09h00-12h00+14h00-17h30,"lunette,auditif,fauteuil roulant","glasses, hearing, wheelchair",divers,47.229244,-1.661669,MieuxTrierANantes 01/15,Du lundi au samedi de 10h à 13h et de 14h à 19h,
41,stco_reemploi_frat,Véti Frat - La Fraternité,Association,"Les petits frères des Pauvres accompagnent des personnes – en priorité de plus de cinquante ans - souffrant d'isolement, de pauvreté, de maladie, d'exclusions.<br/><br/><i>je dépose mes fringues que je ne mets plus et où j'en achète d'autres pour un, deux ou cinq euros (5 euros c'est pour les ensembles)...En face de la fripe, il y a la brocante où l'on achète des livres, des verres, des vieux sacs à dos tachés, des vases magnifiques pour pas un rond… aucune logique en relation avec les monde extérieur à la frat. Le livre vaut 50 Cts d'euros qu'il soit de 1700 ou de 1999.</i>","The Little Brothers escort individuals - primarily over fifty years. - With isolation, poverty, sickness, exclusions <br/> <i> I lay my clothes that I put more and where I bought some for one, two or five euros (5 euros is for sets) ... In front of the crumples, there is the flea market where we buy books, glasses, old stained bags back, wonderful vases for a round ... not any logic in relation to the world outside the frat. The book is worth 50 euros Cts whether of 1700 or 1999. </ I>","3, rue Amiral Du Chaffault",,44100,NANTES,02 40 69 37 63,http://www.petitsfreres.asso.fr/nos-implantations/44016-01-fraternite-de-nantes.html,ecoutedelarue@orange.fr,,,,"0101-3112_ma+me+je+ve_14h00-17h30,0101-3112_sa_10h00-12h15","électroménager, livres/BD/CD/DVD, jouet, meuble, vêtements, divers","appliances, books / BD / CD / DVD, toy, furniture, clothing, miscellaneous",divers,47.2097351,-1.5801384,MieuxTrierANantes 01/15,Le jeudi de 9h à 12h et de 14h à 17h30 ,
42,stco_reemploi_secourspop,Secours populaire,Association,"Récupération de vêtements, meubles, électroménagers","Recovery of clothing, furniture, appliances",163 Rue Paul Bellamy,,44000,NANTES,02 40 74 14 14,https://www.secourspopulaire.fr/44/,contact@spf44.org,,,,"0101-3112_lu+ma+me+je+ve_08h30-12h30+13h30-17h30,0101-3112_lu+ma+me+je+ve_08h30-12h30+13h30-17h00","vêtement,meuble,électroménager","clothing, furniture, appliances","meuble, vêtements, électroménager",47.227348,-1.560953,MieuxTrierANantes 01/15,"du mardi au vendredi de 14h à 17h30, Le samedi de 10h à 12h15",
43,stco_reemploi_croixrougevesti,La Croix Rouge / Vestiboutique,Association,"Récupération et distribution de vêtements, livres, jouets, vaisselle, linge de maison, bibelots","Recovery and distribution of clothes, books, toys, dishes, knickknacks",10 rue d’Athènes,,44300,NANTES,02 51 89 10 70,www.croix-rouge.fr,ul.nantes@croix-rouge.fr,,,,"0101-3112_ma+je_09h30-12h00,0101-3112_ma+je_14h00-17h00","vêtement,livre,jouet,vaisselle,bibelot,linge,sac,chaussure","clothing,books,toys,crockery,trinket,bag,shoes","vêtements, livres/bd/cd/dvd, jouet, divers",47.249728,-1.504440,Mail envoyé par Croix Rouge le 22/04/16.,Ouvert les mardis et jeudis de 9h30 à 12h00 et de 14h à 17h et le premier samedi matin de chaque mois de 9h à 12h30,OUI
44,stco_reemploi_croixrougememble,"La Croix Rouge / Meubles,bibelots",Association,"Ventes de meubles, petits meubles, meubles de bureau, luminaire, canapé, literie, meubles de cuisine, petit et gros électroménager, articles de décoration. À petits prix.","Sales of furniture, small furniture, office furniture, lighting, sofa, beds, kitchen furniture, small and large appliances, decorative items. At low prices.",10 rue d’Athènes,,44300,NANTES,02 51 89 47 62,www.croix-rouge.fr,ul.nantes@croix-rouge.fr,,,,0101-3112_ve_14h00-17h00,"meuble,luminaire,canapé,literie,électroménager,décoration","furniture,lighting,sofa,bedding,appliance,decorative","meuble, vêtements, livres/bd/cd/dvd, jouet, divers",47.249728,-1.504440,Mail envoyé par Croix Rouge le 22/04/16., Ouvert les mardis et jeudis de 14h à 17h,OUI
45,stco_reemploi_nantesecologie_chateau,Nantes Ecologie L'Air Livre (château Nantes),Association,"Récupération de livres, revues, BD","Recovery of books, magazines, comics",3 bis rue Prémion,,44015,NANTES,02 40 47 18 27 (public) / 02 51 82 05 41 (bureau),http://nantesecologie.free.fr,nantes.ecologie@free.fr,,,,0101-3112_lu+ma+me+je+ve_09h00-13h00+14h30-18h30,"livre,revue,BD","book, magazine, Comics",livres/bd/cd/dvd,47.217117,-1.548943,MieuxTrierANantes 01/15,Vendredi de 14 h à 17 h,OUI
46,stco_reemploi_nantesecologie_cite,Nantes Ecologie L'Air Livre (Cité des Congrès Nantes),Association,"Récupération de livres, revues, BD et de manuels scolaires","Recovery of books, magazines, comics and textbooks",6 rue Monteil,,44000,NANTES,02 51 82 78 30,http://nantesecologie.free.fr,nantes.ecologie@free.fr,,,,0101-3112_ve_09h00-13h00,"livre,revue,BD,manuel,scolaire","Book, magazine, comic, manual, school",livres/bd/cd/dvd,47.213765,-1.5484173,MieuxTrierANantes 01/15,"Récupération de livres, revues, BD et de manuels scolaires<br/><br/>- au 3 bis rue Prémion : vente de livres tous publics (tarifs très modérés)<br/>- 6 rue Monteil (équipement de livres et ventes) - uniquement le vendredi matin.",OUI
47,stco_reemploi_arcade,ARCADE,Association,Récupération de matériels divers pour le tiers monde,Recovery of various materials for the Third World,10 rue Stévin,,44700,ORVAULT,02 40 63 74 20,http://www.arcade44-benin.com/,arcade.orv@libertysurf.fr,,,,0101-3112_ma_10h00-12h00,,,divers,47.259354,-1.633449,DeuxiemeVie 03/14,"Récupération de livres, revues, BD et de manuels scolaires<br/><br/>- au 3 bis rue Prémion : vente de livres tous publics (tarifs très modérés)<br/>- 6 rue Monteil (équipement de livres et ventes) - uniquement le vendredi matin.",EN_COURS
48,stco_reemploi_bouchonamour,Bouchon d'Amour,Association,Récupération de bouchons plastiques,Recovery of plastics caps,Stockage : Château d'eau du MIN de Nantes,,44200,NANTES,02 40 86 57 29,http://bouchonsdamour-r3.over-blog.com/,bouchonsdamournantes@gmail.com,,,,0101-3112_lu+je_13h30-15h30,bouchon,cork,divers,47.201511,-1.550624,MieuxTrierANantes 01/15,Le mardi de 10h à 12 h.,OUI
49,stco_reemploi_traitdunion,TRAIT D'UNION,Entreprise,"Entreprise d'Insertion SAS (lauréate en 2011 Entreprise Responsabilité Globale) L'entreprise TRAIT D'UNION est spécialisée dans la collecte des produits valorisables (Déchets électriques et electroniques, piles, batterie, encombrants, mobiliers, bois , métaux, plastiques, CD, DVD, archives, cartons, ....). Elle effectue également, auprès des particuliers et des entreprises, des prestations de débarras et de déménagement.","Company (winner in 2011 Business Global Responsibility) The company HYPHEN specializes in colelcte reusable products (electrical and electronic waste, batteries, battery, bulky, furniture, wood, metals, plastics, CDs, DVDs, records, cartons, ....). It also performs, from individuals and companies, storage and relocation services.",54 rue Robert Schuman,,44800,SAINT-HERBLAIN,02 40 86 04 81 ou 06 67 23 03 95,www.trait-union.net,c.delsaux@trait-union.net,,www.facebook.com/Trait-dUnion-Collecte-et-Distribution ,,0101-3112_lu+ma+me+je+ve_08h00-17h00,"mobilier,cartouche,impression,électrique,électronique,cd,dvd,pile,batterie,gobelet,papier,carton,métal,film","furniture, cartridge, impression, electric, electronic, cd, DVD, pile, battery, tumbler, paper, cardboard, metal",divers,47.199656,-1.624346,Rencontre TraitDUnion et MieuxTrierANantes 04/2016,Du lundi au jeudi de 8h00 à 17h00 sur RDV,OUI
50,stco_reemploi_ecophone44,Ecophone 44,Entreprise,Ouverture d'une boutique Ecophone 44 au 2 rue Deurbroucq à Nantes. 2 entreprises : Ecophone 44 et SAFETY PC 44 et nous récupérons les téléphones et les ordinateurs hors d'usage.,Ecophone opening a boutique at 44 rue Deurbroucq 2 in Nantes. 2 companies: PC SAFETY Ecophone 44 and 44 and we get the phones and computers unusable.,2 rue Deurbroucq,,44000,NANTES,02 52 10 37 71,http://www.ecophone44.com,ecophone44@sfr.fr,,,,0101-3112_lu+ma+me+je+ve+sa_10h00-18h30,"téléphone,ordinateur","phone, computer","informatique, divers",47.209536,-1.558127,DeuxiemeVie 03/14,,EN_COURS
51,stco_reemploi_leverleencre,LEVER L'ENCRE,Entreprise,Recharge de cartouche d'imprimante et remanufacturation de toner,Printer cartridge refill and toner remanufacturing,29 route du Chêne Vert,,44470,THOUARE SUR LOIRE ,,http://www.leverlencre.fr,contact@leverlencre.fr,,,,,"cartouche,toner,jet,encre","cartridges, toner",cartouches encre/tuners,47.286079,-1.439917,Mail reçu par MieuxTrierANantes 04/2016,du lundi au samedi de 10h à 18h30,OUI
52,stco_reemploi_oceencre,OCE'ENCRE,Entreprise,Recharge de cartouche d'imprimante,Printer cartridge refill,7 place Bourse,,44000,NANTES,02 51 88 98 65,http://www.oceencre.com,oce.encreboutique@free.fr,,,,"0101-3112_lu_14h00-19h00,0101-3112_ma+me+je+ve_10h00-13h00+14h00-19h00,0101-3112_sa_10h00-13h00+14h00-18h00",cartouche,cartridge,cartouches encre/tuners,47.2125716,-1.5591834,DeuxiemeVie 03/14,"Ouvert le Lundi de 14h à  19h, du Mardi au Vendredi de 9h30 à  12h30 et de 14h à  19h et le samedi de 10h à  12h30 et de 14h à  17h",EN_COURS
